Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Sales,Order_Year,Order_Month,Product_Category,Order_Day,Total_Sales_Calc,Sales_Match,Age_Group
ORD100028,01-08-2025,CUST2003,Customer_48,35,Female,Mumbai,Rice,Grocery,2,23837.41,47674.82,2025,8,Other,1,47674.82,TRUE,Adult
ORD100029,10-08-2025,CUST6149,Customer_181,32,Female,Patna,Laptop,Electronics,5,14534.79,72673.95,2025,8,Other,10,72673.95,TRUE,Adult
ORD100030,05-02-2025,CUST3688,Customer_205,38,Female,Bengaluru,Mobile,Electronics,10,21393.69,213936.9,2025,2,Other,5,213936.9,TRUE,Adult
ORD100031,09-08-2025,CUST3212,Customer_415,33,Male,Gaya,Rice,Grocery,2,21382.16,42764.32,2025,8,Other,9,42764.32,TRUE,Adult
ORD100032,13-05-2025,CUST5063,Customer_50,33,Female,Mumbai,Mobile,Electronics,1,15831.03,15831.03,2025,5,Other,13,15831.03,TRUE,Adult
ORD100033,22-10-2025,CUST9565,Customer_350,21,Female,Mumbai,Book,Education,8,21791.66,174333.28,2025,10,Other,22,174333.28,TRUE,Young Adult
ORD100034,04-12-2025,CUST9325,Customer_352,44,Female,Mumbai,Laptop,Electronics,5,17556.08,87780.4,2025,12,Other,4,87780.4,TRUE,Adult
ORD100035,03-05-2025,CUST4002,Customer_388,18,Female,Gaya,Laptop,Electronics,5,46822.84,234114.2,2025,5,Other,3,234114.2,TRUE,Teen
ORD100036,08-03-2025,CUST8975,Customer_315,36,Female,Gaya,Mobile,Electronics,4,47896.7,191586.8,2025,3,Other,8,191586.8,TRUE,Adult
ORD100037,07-02-2025,CUST2669,Customer_151,46,Male,Bengaluru,Laptop,Electronics,8,44911.49,359291.92,2025,2,Other,7,359291.92,TRUE,Middle Age
ORD100038,20-02-2025,CUST5869,Customer_415,23,Male,Delhi,Chair,Furniture,7,40746.79,285227.53,2025,2,Other,20,285227.53,TRUE,Young Adult
ORD100039,20-10-2025,CUST7249,Customer_144,29,Male,Kolkata,Rice,Grocery,4,4794.08,19176.32,2025,10,Other,20,19176.32,TRUE,Young Adult
ORD100040,07-03-2025,CUST7465,Customer_345,58,Female,Bengaluru,Shoes,Fashion,8,29270.98,234167.84,2025,3,Other,7,234167.84,TRUE,Middle Age
ORD100041,21-04-2025,CUST7988,Customer_383,39,Female,Mumbai,Shoes,Fashion,1,3992.85,3992.85,2025,4,Other,21,3992.85,TRUE,Adult
ORD100042,31-05-2025,CUST9953,Customer_484,50,Female,Hyderabad,Mobile,Electronics,5,44365.94,221829.7,2025,5,Other,31,221829.7,TRUE,Middle Age
ORD100043,20-04-2025,CUST6938,Customer_344,43,Female,Kolkata,Mobile,Electronics,4,29915.72,119662.88,2025,4,Other,20,119662.88,TRUE,Adult
ORD100044,22-09-2025,CUST3006,Customer_256,58,Male,Patna,Chair,Furniture,6,16521.44,99128.64,2025,9,Other,22,99128.64,TRUE,Middle Age
ORD100045,04-07-2025,CUST5151,Customer_409,55,Female,Bengaluru,Rice,Grocery,6,14399.11,86394.66,2025,7,Other,4,86394.66,TRUE,Middle Age
ORD100046,26-04-2025,CUST5903,Customer_396,27,Female,Hyderabad,Shoes,Fashion,9,1491.63,13424.67,2025,4,Other,26,13424.67,TRUE,Young Adult
ORD100047,11-05-2025,CUST4943,Customer_198,34,Male,Mumbai,Rice,Grocery,2,6210.24,12420.48,2025,5,Other,11,12420.48,TRUE,Adult
ORD100048,02-09-2025,CUST4750,Customer_78,42,Female,Delhi,Mobile,Electronics,2,47649.61,95299.22,2025,9,Other,2,95299.22,TRUE,Adult
ORD100049,25-10-2025,CUST2705,Customer_117,55,Male,Kolkata,Mobile,Electronics,5,24854.05,124270.25,2025,10,Other,25,124270.25,TRUE,Middle Age
ORD100051,27-02-2025,CUST1557,Customer_87,39,Female,Mumbai,Chair,Furniture,6,20561.97,123371.82,2025,2,Other,27,123371.82,TRUE,Adult
ORD100052,09-09-2025,CUST2062,Customer_254,58,Male,Patna,Book,Education,10,49367.75,493677.5,2025,9,Other,9,493677.5,TRUE,Middle Age
ORD100053,08-06-2025,CUST9203,Customer_70,33,Male,Delhi,Laptop,Electronics,6,4656.1,27936.6,2025,6,Other,8,27936.6,TRUE,Adult
ORD100054,07-07-2025,CUST8053,Customer_408,58,Male,Delhi,Rice,Grocery,7,42345.82,296420.74,2025,7,Other,7,296420.74,TRUE,Middle Age
ORD100055,16-04-2025,CUST1017,Customer_387,42,Female,Pune,Shoes,Fashion,7,37747.24,264230.68,2025,4,Other,16,264230.68,TRUE,Adult
ORD100056,16-11-2025,CUST2690,Customer_11,26,Male,Delhi,Book,Education,2,33304.17,66608.34,2025,11,Other,16,66608.34,TRUE,Young Adult
ORD100057,07-12-2025,CUST2791,Customer_20,58,Female,Bengaluru,Laptop,Electronics,6,41157.44,246944.64,2025,12,Other,7,246944.64,TRUE,Middle Age
ORD100058,12-03-2025,CUST4496,Customer_53,18,Female,Bengaluru,Chair,Furniture,7,47669.63,333687.41,2025,3,Other,12,333687.41,TRUE,Teen
ORD100059,12-12-2025,CUST8811,Customer_115,50,Female,Bengaluru,Chair,Furniture,1,44708.5,44708.5,2025,12,Other,12,44708.5,TRUE,Middle Age
ORD100060,15-01-2025,CUST2411,Customer_292,47,Female,Mumbai,Mobile,Electronics,5,36809.08,184045.4,2025,1,Other,15,184045.4,TRUE,Middle Age
ORD100061,08-11-2025,CUST2350,Customer_205,46,Male,Pune,Mobile,Electronics,4,25292.97,101171.88,2025,11,Other,8,101171.88,TRUE,Middle Age
ORD100062,06-07-2025,CUST9745,Customer_48,27,Male,Mumbai,Shoes,Fashion,1,29263.26,29263.26,2025,7,Other,6,29263.26,TRUE,Young Adult
ORD100063,15-07-2025,CUST6236,Customer_312,43,Female,Kolkata,Laptop,Electronics,3,5679.91,17039.73,2025,7,Other,15,17039.73,TRUE,Adult
ORD100064,26-09-2025,CUST1887,Customer_209,21,Male,Hyderabad,Chair,Furniture,6,46235.96,277415.76,2025,9,Other,26,277415.76,TRUE,Young Adult
ORD100065,16-05-2025,CUST5386,Customer_125,47,Male,Gaya,Rice,Grocery,9,27164.06,244476.54,2025,5,Other,16,244476.54,TRUE,Middle Age
ORD100066,25-07-2025,CUST8065,Customer_92,53,Male,Kolkata,Mobile,Electronics,10,8905.49,89054.9,2025,7,Other,25,89054.9,TRUE,Middle Age
ORD100067,30-01-2025,CUST8841,Customer_407,36,Female,Patna,Book,Education,10,17406.52,174065.2,2025,1,Other,30,174065.2,TRUE,Adult
ORD100068,25-02-2025,CUST5871,Customer_335,39,Female,Delhi,Chair,Furniture,5,27366.58,136832.9,2025,2,Other,25,136832.9,TRUE,Adult
ORD100069,24-06-2025,CUST9869,Customer_394,40,Female,Hyderabad,Book,Education,5,41282.63,206413.15,2025,6,Other,24,206413.15,TRUE,Adult
ORD100070,15-08-2025,CUST9017,Customer_51,26,Female,Delhi,Book,Education,8,13645.41,109163.28,2025,8,Other,15,109163.28,TRUE,Young Adult
ORD100071,21-10-2025,CUST1808,Customer_150,56,Male,Patna,Chair,Furniture,8,27337.64,218701.12,2025,10,Other,21,218701.12,TRUE,Middle Age
ORD100072,25-08-2025,CUST2565,Customer_360,52,Female,Hyderabad,Shoes,Fashion,5,29219.72,146098.6,2025,8,Other,25,146098.6,TRUE,Middle Age
ORD100073,19-06-2025,CUST4958,Customer_160,45,Male,Gaya,Rice,Grocery,3,8572.65,25717.95,2025,6,Other,19,25717.95,TRUE,Adult
ORD100074,04-12-2025,CUST7587,Customer_223,27,Male,Pune,Laptop,Electronics,9,45419.62,408776.58,2025,12,Other,4,408776.58,TRUE,Young Adult
ORD100076,30-12-2025,CUST8430,Customer_277,45,Male,Gaya,Laptop,Electronics,2,8883.45,17766.9,2025,12,Other,30,17766.9,TRUE,Adult
ORD100077,27-12-2025,CUST1956,Customer_317,22,Female,Bengaluru,Shoes,Fashion,9,12290.45,110614.05,2025,12,Other,27,110614.05,TRUE,Young Adult
ORD100078,14-04-2025,CUST9846,Customer_298,58,Female,Patna,Book,Education,6,10784.64,64707.84,2025,4,Other,14,64707.84,TRUE,Middle Age
ORD100079,01-01-2026,CUST4706,Customer_34,62,Female,Delhi,Rice,Grocery,1,35862.34,35862.34,2026,1,Other,1,35862.34,TRUE,Senior
ORD100080,21-08-2025,CUST5607,Customer_265,61,Female,Gaya,Rice,Grocery,1,13129.64,13129.64,2025,8,Other,21,13129.64,TRUE,Senior
ORD100081,05-03-2025,CUST8211,Customer_62,19,Female,Gaya,Chair,Furniture,9,45747.37,411726.33,2025,3,Other,5,411726.33,TRUE,Young Adult
ORD100082,01-09-2025,CUST5367,Customer_499,25,Female,Hyderabad,Book,Education,6,5849.89,35099.34,2025,9,Other,1,35099.34,TRUE,Young Adult
ORD100083,06-01-2025,CUST8346,Customer_384,30,Male,Hyderabad,Laptop,Electronics,9,48845.5,439609.5,2025,1,Other,6,439609.5,TRUE,Young Adult
ORD100084,24-10-2025,CUST7484,Customer_478,36,Male,Gaya,Book,Education,9,24828.05,223452.45,2025,10,Other,24,223452.45,TRUE,Adult
ORD100085,07-03-2025,CUST7911,Customer_7,59,Male,Delhi,Mobile,Electronics,8,17841.4,142731.2,2025,3,Other,7,142731.2,TRUE,Middle Age
ORD100086,24-08-2025,CUST4229,Customer_234,51,Male,Hyderabad,Book,Education,10,13662.66,136626.6,2025,8,Other,24,136626.6,TRUE,Middle Age
ORD100087,17-03-2025,CUST2290,Customer_195,56,Male,Mumbai,Book,Education,4,12169.49,48677.96,2025,3,Other,17,48677.96,TRUE,Middle Age
ORD100088,17-12-2025,CUST1246,Customer_165,59,Female,Kolkata,Mobile,Electronics,6,349.06,2094.36,2025,12,Other,17,2094.36,TRUE,Middle Age
ORD100089,16-04-2025,CUST3689,Customer_179,44,Female,Delhi,Laptop,Electronics,8,20498.74,163989.92,2025,4,Other,16,163989.92,TRUE,Adult
ORD100090,29-10-2025,CUST7476,Customer_45,21,Female,Hyderabad,Book,Education,9,13111.39,118002.51,2025,10,Other,29,118002.51,TRUE,Young Adult
ORD100091,15-12-2025,CUST7037,Customer_45,34,Male,Mumbai,Rice,Grocery,9,45000.49,405004.41,2025,12,Other,15,405004.41,TRUE,Adult
ORD100092,24-12-2025,CUST8578,Customer_154,48,Male,Kolkata,Laptop,Electronics,2,3455.06,6910.12,2025,12,Other,24,6910.12,TRUE,Middle Age
ORD100093,28-04-2025,CUST6618,Customer_311,19,Male,Pune,Shoes,Fashion,8,28874.64,230997.12,2025,4,Other,28,230997.12,TRUE,Young Adult
ORD100094,07-11-2025,CUST4650,Customer_370,32,Male,Delhi,Shoes,Fashion,3,47917.49,143752.47,2025,11,Other,7,143752.47,TRUE,Adult
ORD100095,19-02-2025,CUST5091,Customer_375,47,Male,Bengaluru,Rice,Grocery,10,21399.51,213995.1,2025,2,Other,19,213995.1,TRUE,Middle Age
ORD100096,31-05-2025,CUST2190,Customer_318,38,Male,Hyderabad,Rice,Grocery,5,15127.88,75639.4,2025,5,Other,31,75639.4,TRUE,Adult
ORD100097,12-11-2025,CUST7277,Customer_320,62,Female,Mumbai,Shoes,Fashion,7,41677.34,291741.38,2025,11,Other,12,291741.38,TRUE,Senior
ORD100098,22-01-2025,CUST8623,Customer_84,32,Male,Hyderabad,Mobile,Electronics,10,40745.55,407455.5,2025,1,Other,22,407455.5,TRUE,Adult
ORD100099,13-02-2025,CUST5232,Customer_395,54,Male,Gaya,Mobile,Electronics,2,31217.12,62434.24,2025,2,Other,13,62434.24,TRUE,Middle Age
ORD100101,05-10-2025,CUST7588,Customer_67,47,Male,Pune,Rice,Grocery,4,6974.66,27898.64,2025,10,Other,5,27898.64,TRUE,Middle Age
ORD100102,19-12-2025,CUST5005,Customer_176,20,Female,Kolkata,Book,Education,9,19437.88,174940.92,2025,12,Other,19,174940.92,TRUE,Young Adult
ORD100103,14-01-2025,CUST3210,Customer_15,43,Female,Mumbai,Laptop,Electronics,9,13617.93,122561.37,2025,1,Other,14,122561.37,TRUE,Adult
ORD100104,12-12-2025,CUST5926,Customer_308,54,Male,Gaya,Chair,Furniture,8,38897.58,311180.64,2025,12,Other,12,311180.64,TRUE,Middle Age
ORD100105,23-11-2025,CUST3809,Customer_394,44,Female,Gaya,Book,Education,6,8547.07,51282.42,2025,11,Other,23,51282.42,TRUE,Adult
ORD100106,26-10-2025,CUST2079,Customer_35,44,Male,Mumbai,Chair,Furniture,7,46263.01,323841.07,2025,10,Other,26,323841.07,TRUE,Adult
ORD100107,09-08-2025,CUST4881,Customer_389,32,Male,Patna,Book,Education,2,2814.55,5629.1,2025,8,Other,9,5629.1,TRUE,Adult
ORD100108,20-03-2025,CUST6707,Customer_420,33,Male,Pune,Mobile,Electronics,8,41112.05,328896.4,2025,3,Other,20,328896.4,TRUE,Adult
ORD100109,18-09-2025,CUST2796,Customer_471,29,Male,Patna,Book,Education,4,36826.88,147307.52,2025,9,Other,18,147307.52,TRUE,Young Adult
ORD100110,15-10-2025,CUST5524,Customer_154,44,Male,Hyderabad,Chair,Furniture,3,42806.52,128419.56,2025,10,Other,15,128419.56,TRUE,Adult
ORD100111,04-09-2025,CUST9882,Customer_103,28,Female,Kolkata,Laptop,Electronics,6,5533,33198,2025,9,Other,4,33198,TRUE,Young Adult
ORD100112,01-03-2025,CUST3001,Customer_341,32,Male,Gaya,Laptop,Electronics,3,2638.97,7916.91,2025,3,Other,1,7916.91,TRUE,Adult
ORD100113,17-01-2025,CUST5433,Customer_355,49,Male,Delhi,Book,Education,4,25002.72,100010.88,2025,1,Other,17,100010.88,TRUE,Middle Age
ORD100114,11-07-2025,CUST3794,Customer_315,35,Female,Hyderabad,Book,Education,10,10391.75,103917.5,2025,7,Other,11,103917.5,TRUE,Adult
ORD100115,09-09-2025,CUST2345,Customer_302,48,Male,Bengaluru,Book,Education,10,22437.16,224371.6,2025,9,Other,9,224371.6,TRUE,Middle Age
ORD100116,13-02-2025,CUST8316,Customer_121,63,Female,Hyderabad,Laptop,Electronics,9,41053.56,369482.04,2025,2,Other,13,369482.04,TRUE,Senior
ORD100117,27-03-2025,CUST9354,Customer_241,46,Female,Patna,Rice,Grocery,2,21391.19,42782.38,2025,3,Other,27,42782.38,TRUE,Middle Age
ORD100118,18-09-2025,CUST2871,Customer_8,33,Female,Delhi,Chair,Furniture,4,36875.19,147500.76,2025,9,Other,18,147500.76,TRUE,Adult
ORD100119,10-04-2025,CUST7341,Customer_457,49,Female,Hyderabad,Mobile,Electronics,4,41640.74,166562.96,2025,4,Other,10,166562.96,TRUE,Middle Age
ORD100050,22-01-2025,CUST3194,Customer_114,34,Male,Kolkata,Book,Education,2,25795.55,51591.1,2025,1,Other,22,51591.1,TRUE,Adult
ORD100121,19-05-2025,CUST9563,Customer_166,24,Male,Gaya,Book,Education,8,4391.72,35133.76,2025,5,Other,19,35133.76,TRUE,Young Adult
ORD100122,22-12-2025,CUST2286,Customer_298,39,Female,Patna,Laptop,Electronics,2,18152.14,36304.28,2025,12,Other,22,36304.28,TRUE,Adult
ORD100123,20-11-2025,CUST2423,Customer_376,23,Male,Hyderabad,Mobile,Electronics,7,16254.12,113778.84,2025,11,Other,20,113778.84,TRUE,Young Adult
ORD100124,08-07-2025,CUST2378,Customer_95,53,Male,Hyderabad,Shoes,Fashion,5,3805.27,19026.35,2025,7,Other,8,19026.35,TRUE,Middle Age
ORD100125,14-01-2025,CUST6995,Customer_374,33,Male,Hyderabad,Book,Education,7,46489.41,325425.87,2025,1,Other,14,325425.87,TRUE,Adult
ORD100126,13-06-2025,CUST3677,Customer_459,34,Female,Patna,Shoes,Fashion,1,17041.21,17041.21,2025,6,Other,13,17041.21,TRUE,Adult
ORD100127,14-01-2025,CUST6627,Customer_353,57,Male,Patna,Rice,Grocery,6,41494.43,248966.58,2025,1,Other,14,248966.58,TRUE,Middle Age
ORD100128,04-12-2025,CUST6238,Customer_258,55,Male,Gaya,Rice,Grocery,10,25930.1,259301,2025,12,Other,4,259301,TRUE,Middle Age
ORD100129,04-03-2025,CUST8352,Customer_400,44,Male,Gaya,Laptop,Electronics,8,26281.83,210254.64,2025,3,Other,4,210254.64,TRUE,Adult
ORD100130,09-03-2025,CUST2870,Customer_495,33,Male,Patna,Mobile,Electronics,8,21833.32,174666.56,2025,3,Other,9,174666.56,TRUE,Adult
ORD100131,29-11-2025,CUST4751,Customer_260,20,Male,Patna,Rice,Grocery,6,40577.1,243462.6,2025,11,Other,29,243462.6,TRUE,Young Adult
ORD100132,17-01-2025,CUST7031,Customer_224,37,Female,Gaya,Shoes,Fashion,5,39039.96,195199.8,2025,1,Other,17,195199.8,TRUE,Adult
ORD100133,25-03-2025,CUST8366,Customer_355,65,Female,Bengaluru,Book,Education,10,29902.97,299029.7,2025,3,Other,25,299029.7,TRUE,Senior
ORD100134,10-02-2025,CUST2863,Customer_375,34,Female,Patna,Mobile,Electronics,7,18967.46,132772.22,2025,2,Other,10,132772.22,TRUE,Adult
ORD100135,10-03-2025,CUST8298,Customer_489,45,Female,Delhi,Mobile,Electronics,10,42943.17,429431.7,2025,3,Other,10,429431.7,TRUE,Adult
ORD100136,21-03-2025,CUST9577,Customer_302,46,Male,Mumbai,Laptop,Electronics,6,24216.91,145301.46,2025,3,Other,21,145301.46,TRUE,Middle Age
ORD100137,30-05-2025,CUST3054,Customer_96,28,Female,Mumbai,Chair,Furniture,9,7093.9,63845.1,2025,5,Other,30,63845.1,TRUE,Young Adult
ORD100138,27-11-2025,CUST6791,Customer_430,22,Female,Pune,Chair,Furniture,5,29748.17,148740.85,2025,11,Other,27,148740.85,TRUE,Young Adult
ORD100139,18-09-2025,CUST7062,Customer_92,52,Male,Bengaluru,Laptop,Electronics,8,22563.72,180509.76,2025,9,Other,18,180509.76,TRUE,Middle Age
ORD100140,04-04-2025,CUST6625,Customer_121,18,Male,Hyderabad,Mobile,Electronics,7,17321.68,121251.76,2025,4,Other,4,121251.76,TRUE,Teen
ORD100141,25-01-2025,CUST4824,Customer_98,24,Male,Gaya,Laptop,Electronics,9,25138.42,226245.78,2025,1,Other,25,226245.78,TRUE,Young Adult
ORD100142,31-07-2025,CUST1339,Customer_107,54,Male,Kolkata,Book,Education,6,33887.35,203324.1,2025,7,Other,31,203324.1,TRUE,Middle Age
ORD100143,05-03-2025,CUST1113,Customer_104,33,Female,Gaya,Shoes,Fashion,6,30177.21,181063.26,2025,3,Other,5,181063.26,TRUE,Adult
ORD100144,30-06-2025,CUST4034,Customer_271,32,Female,Kolkata,Mobile,Electronics,3,28572.4,85717.2,2025,6,Other,30,85717.2,TRUE,Adult
ORD100145,06-12-2025,CUST6997,Customer_244,28,Male,Gaya,Mobile,Electronics,4,6898.4,27593.6,2025,12,Other,6,27593.6,TRUE,Young Adult
ORD100146,12-03-2025,CUST2480,Customer_491,59,Female,Gaya,Shoes,Fashion,1,20740.93,20740.93,2025,3,Other,12,20740.93,TRUE,Middle Age
ORD100147,08-06-2025,CUST9450,Customer_230,18,Male,Bengaluru,Laptop,Electronics,3,37576.35,112729.05,2025,6,Other,8,112729.05,TRUE,Teen
ORD100148,07-07-2025,CUST8408,Customer_249,51,Female,Delhi,Mobile,Electronics,6,20416.04,122496.24,2025,7,Other,7,122496.24,TRUE,Middle Age
ORD100149,17-09-2025,CUST7178,Customer_478,64,Male,Bengaluru,Chair,Furniture,2,8092.78,16185.56,2025,9,Other,17,16185.56,TRUE,Senior
ORD100151,13-09-2025,CUST4829,Customer_202,19,Female,Mumbai,Shoes,Fashion,8,41749.55,333996.4,2025,9,Other,13,333996.4,TRUE,Young Adult
ORD100152,08-02-2025,CUST5188,Customer_286,53,Male,Gaya,Laptop,Electronics,9,48833.27,439499.43,2025,2,Other,8,439499.43,TRUE,Middle Age
ORD100153,26-06-2025,CUST1928,Customer_17,30,Female,Mumbai,Mobile,Electronics,7,48642.53,340497.71,2025,6,Other,26,340497.71,TRUE,Young Adult
ORD100154,26-10-2025,CUST3887,Customer_371,56,Female,Mumbai,Laptop,Electronics,4,42299.16,169196.64,2025,10,Other,26,169196.64,TRUE,Middle Age
ORD100155,18-03-2025,CUST5211,Customer_215,53,Female,Patna,Book,Education,5,38233.51,191167.55,2025,3,Other,18,191167.55,TRUE,Middle Age
ORD100156,22-07-2025,CUST2236,Customer_173,64,Male,Pune,Mobile,Electronics,4,6502.53,26010.12,2025,7,Other,22,26010.12,TRUE,Senior
ORD100157,11-03-2025,CUST5375,Customer_265,60,Male,Bengaluru,Book,Education,2,18293.96,36587.92,2025,3,Other,11,36587.92,TRUE,Middle Age
ORD100158,31-08-2025,CUST4137,Customer_221,36,Male,Gaya,Mobile,Electronics,2,40810.01,81620.02,2025,8,Other,31,81620.02,TRUE,Adult
ORD100159,16-02-2025,CUST5113,Customer_271,30,Female,Kolkata,Mobile,Electronics,7,28469,199283,2025,2,Other,16,199283,TRUE,Young Adult
ORD100160,20-09-2025,CUST7263,Customer_120,55,Male,Hyderabad,Chair,Furniture,10,1085.13,10851.3,2025,9,Other,20,10851.3,TRUE,Middle Age
ORD100161,22-10-2025,CUST2562,Customer_280,65,Male,Bengaluru,Rice,Grocery,3,145.78,437.34,2025,10,Other,22,437.34,TRUE,Senior
ORD100162,03-06-2025,CUST9297,Customer_488,27,Female,Kolkata,Mobile,Electronics,9,22636.01,203724.09,2025,6,Other,3,203724.09,TRUE,Young Adult
ORD100163,04-11-2025,CUST2295,Customer_319,57,Male,Mumbai,Book,Education,6,39830.65,238983.9,2025,11,Other,4,238983.9,TRUE,Middle Age
ORD100164,07-01-2025,CUST3839,Customer_274,61,Male,Bengaluru,Mobile,Electronics,10,41054.72,410547.2,2025,1,Other,7,410547.2,TRUE,Senior
ORD100165,01-01-2026,CUST8010,Customer_187,41,Female,Hyderabad,Rice,Grocery,4,35300.11,141200.44,2026,1,Other,1,141200.44,TRUE,Adult
ORD100166,20-10-2025,CUST9008,Customer_279,54,Female,Hyderabad,Book,Education,5,25053.25,125266.25,2025,10,Other,20,125266.25,TRUE,Middle Age
ORD100167,04-09-2025,CUST3714,Customer_295,37,Female,Patna,Rice,Grocery,7,23674.97,165724.79,2025,9,Other,4,165724.79,TRUE,Adult
ORD100168,03-03-2025,CUST5036,Customer_468,32,Male,Patna,Chair,Furniture,8,37436.26,299490.08,2025,3,Other,3,299490.08,TRUE,Adult
ORD100169,06-08-2025,CUST1479,Customer_375,35,Female,Bengaluru,Chair,Furniture,10,31730.57,317305.7,2025,8,Other,6,317305.7,TRUE,Adult
ORD100170,04-04-2025,CUST9875,Customer_6,49,Male,Bengaluru,Laptop,Electronics,4,30139.27,120557.08,2025,4,Other,4,120557.08,TRUE,Middle Age
ORD100171,20-01-2025,CUST3522,Customer_67,24,Male,Bengaluru,Chair,Furniture,3,10289.67,30869.01,2025,1,Other,20,30869.01,TRUE,Young Adult
ORD100172,10-05-2025,CUST4062,Customer_23,56,Female,Mumbai,Chair,Furniture,1,8906.18,8906.18,2025,5,Other,10,8906.18,TRUE,Middle Age
ORD100173,26-01-2025,CUST4009,Customer_273,18,Male,Hyderabad,Rice,Grocery,2,21856.64,43713.28,2025,1,Other,26,43713.28,TRUE,Teen
ORD100174,08-04-2025,CUST4685,Customer_22,35,Male,Gaya,Rice,Grocery,9,26781.39,241032.51,2025,4,Other,8,241032.51,TRUE,Adult
